10,528397709556.000000
20,528441567706.000000
30,528441641707.000000
20,528441807707.000000
30,528441829707.000000
20,528442787711.000000
30,528442836711.000000
20,528443003711.000000
30,528443029711.000000
20,528443051712.000000
30,528443068712.000000
20,528443085712.000000
30,528443228712.000000
20,528443257712.000000
30,528443274712.000000
20,528443292712.000000
30,528443308712.000000
20,528443447713.000000
30,528443476713.000000
20,528443496713.000000
30,528443512713.000000
20,528443530713.000000
30,528443545713.000000
20,528443687714.000000
30,528443711714.000000
20,528443732714.000000
30,528443747714.000000
20,528443764714.000000
30,528443778714.000000
20,528443928715.000000
30,528443949715.000000
20,528443967715.000000
30,528443982715.000000
20,528444000715.000000
30,528444136715.000000
20,528444165715.000000
30,528444182715.000000
20,528444201716.000000
30,528444215716.000000
20,528444232716.000000
30,528444371716.000000
20,528444400716.000000
30,528444415716.000000
20,528444432716.000000
30,528444446716.000000
20,528444463716.000000
30,528444608717.000000
20,528444629717.000000
30,528444646717.000000
20,528444665717.000000
30,528444680717.000000
20,528444822718.000000
30,528444846718.000000
20,528444868718.000000
30,528444883718.000000
20,528444900718.000000
30,528444914718.000000
20,528445060718.000000
30,528445082719.000000
20,528445100719.000000
30,528445116719.000000
20,528445134719.000000
30,528445266719.000000
20,528445300719.000000
30,528445317719.000000
20,528445337719.000000
30,528445352719.000000
20,528445368720.000000
30,528445507720.000000
20,528445536720.000000
30,528445553720.000000
20,528445571720.000000
30,528445585720.000000
20,528445603720.000000
30,528445746721.000000
20,528445769721.000000
30,528445785721.000000
20,528445804721.000000
30,528445818721.000000
20,528445956722.000000
30,528445982722.000000
20,528446004722.000000
30,528446019722.000000
20,528446036722.000000
30,528446051722.000000
20,528446191722.000000
30,528446216722.000000
20,528446234722.000000
30,528446249723.000000
20,528446267723.000000
30,528446282723.000000
20,528446429723.000000
30,528446449723.000000
20,528446469723.000000
30,528446484723.000000
20,528446500723.000000
30,528446636724.000000
20,528446666724.000000
30,528446684724.000000
20,528446702724.000000
30,528446717724.000000
20,528446735724.000000
30,528446873725.000000
20,528446898725.000000
30,528446915725.000000
20,528446933725.000000
30,528446949725.000000
20,528447081725.000000
30,528447110726.000000
20,528447133726.000000
30,528447149726.000000
20,528447167726.000000
30,528447182726.000000
20,528447322726.000000
30,528447348726.000000
20,528447369726.000000
30,528447385726.000000
20,528447402727.000000
30,528447417727.000000
20,528447563727.000000
30,528447584727.000000
20,528447603727.000000
30,528447619727.000000
20,528447636727.000000
30,528447770728.000000
20,528447804728.000000
30,528447823728.000000
20,528447840728.000000
30,528447854728.000000
20,528447873728.000000
30,528448011729.000000
20,528448038729.000000
30,528448055729.000000
20,528448074729.000000
30,528448088729.000000
20,528448223729.000000
30,528448251729.000000
20,528448273729.000000
30,528448289730.000000
20,528448306730.000000
30,528448320730.000000
20,528448462730.000000
30,528448486730.000000
20,528448504730.000000
30,528448518730.000000
20,528448536730.000000
30,528448550730.000000
20,528448691731.000000
30,528448716731.000000
20,528448737731.000000
30,528448752731.000000
20,528448769731.000000
30,528448783731.000000
20,528448930732.000000
30,528448951732.000000
20,528448969732.000000
30,528448984732.000000
20,528449002732.000000
30,528449133732.000000
20,528449166733.000000
30,528449183733.000000
20,528449203733.000000
30,528449217733.000000
20,528449233733.000000
30,528449371733.000000
20,528449401733.000000
30,528449418733.000000
20,528449436733.000000
30,528449451734.000000
20,528449469734.000000
30,528449614734.000000
20,528449637734.000000
30,528449653734.000000
20,528449672734.000000
30,528449686734.000000
20,528449828735.000000
30,528449853735.000000
20,528449874735.000000
30,528449890735.000000
20,528449906735.000000
30,528449920735.000000
20,528450252736.000000
30,528450275736.000000
20,528450293736.000000
30,528450308736.000000
20,528450326737.000000
30,528450482737.000000
20,528450507737.000000
30,528450523737.000000
20,528450542737.000000
30,528450556737.000000
20,528450703738.000000
30,528450727738.000000
20,528450747738.000000
30,528450763738.000000
20,528450779738.000000
30,528450794738.000000
20,528450944739.000000
30,528450965739.000000
20,528450983739.000000
30,528450999739.000000
20,528451017739.000000
30,528451155739.000000
20,528451185740.000000
30,528451203740.000000
20,528451222740.000000
30,528451237740.000000
20,528451253740.000000
30,528451397740.000000
20,528451424740.000000
30,528451441740.000000
20,528451458740.000000
30,528451473740.000000
20,528451610741.000000
30,528451637741.000000
20,528451657741.000000
30,528451674741.000000
20,528451692741.000000
30,528451706741.000000
20,528451849742.000000
30,528451874742.000000
20,528451895742.000000
30,528451911742.000000
20,528451927742.000000
30,528452060743.000000
20,528452095743.000000
30,528452113743.000000
20,528452131743.000000
30,528452145743.000000
20,528452162743.000000
30,528452303743.000000
20,528452332743.000000
30,528452349744.000000
20,528452369744.000000
30,528452384744.000000
20,528452521744.000000
30,528452549744.000000
20,528452570744.000000
30,528452586744.000000
20,528452603744.000000
30,528452617744.000000
20,528452759745.000000
30,528452783745.000000
20,528452802745.000000
30,528452818745.000000
20,528452835745.000000
30,528452850745.000000
20,528452991746.000000
30,528453014746.000000
20,528453034746.000000
30,528453050746.000000
20,528453066746.000000
30,528453081746.000000
20,528453229747.000000
30,528453249747.000000
20,528453268747.000000
30,528453283747.000000
20,528453300747.000000
30,528453433747.000000
20,528453465747.000000
30,528453482747.000000
20,528453501747.000000
30,528453516748.000000
20,528453532748.000000
30,528453671748.000000
20,528453700748.000000
30,528453717748.000000
20,528453736748.000000
30,528453752748.000000
20,528453889749.000000
30,528453917749.000000
20,528453939749.000000
30,528453955749.000000
20,528453973749.000000
30,528453988749.000000
20,528454130750.000000
30,528454154750.000000
20,528454175750.000000
30,528454191750.000000
20,528454207750.000000
30,528454221750.000000
20,528454371750.000000
30,528454391751.000000
20,528454408751.000000
30,528454423751.000000
20,528454441751.000000
30,528454580751.000000
20,528454608751.000000
30,528454625751.000000
20,528454644751.000000
30,528454659751.000000
20,528454676752.000000
30,528454816752.000000
20,528454844752.000000
30,528454860752.000000
20,528454878752.000000
30,528454893752.000000
20,528455031753.000000
30,528455059753.000000
20,528455080753.000000
30,528455096753.000000
20,528455115753.000000
30,528455129753.000000
20,528455272754.000000
30,528455297754.000000
20,528455317754.000000
30,528455332754.000000
20,528455348754.000000
30,528455363754.000000
20,528455511754.000000
30,528455531754.000000
20,528455550755.000000
30,528455565755.000000
20,528455583755.000000
30,528455720755.000000
20,528455748755.000000
30,528455765755.000000
20,528455785755.000000
30,528455800755.000000
20,528455816755.000000
30,528455956756.000000
20,528455983756.000000
30,528456000756.000000
20,528456018756.000000
30,528456033756.000000
20,528456171757.000000
30,528456199757.000000
20,528456220757.000000
30,528456237757.000000
20,528456255757.000000
30,528456271757.000000
20,528456413757.000000
30,528456437758.000000
20,528456457758.000000
30,528456473758.000000
20,528456489758.000000
30,528456505758.000000
20,528456656758.000000
30,528456675758.000000
20,528456693758.000000
30,528456708758.000000
20,528456727759.000000
30,528456865759.000000
20,528456893759.000000
30,528456910759.000000
20,528456930759.000000
30,528456945759.000000
20,528457073760.000000
30,528457105760.000000
20,528457128760.000000
30,528457145760.000000
20,528457163760.000000
30,528457178760.000000
20,528457321761.000000
30,528457345761.000000
20,528457366761.000000
30,528457382761.000000
20,528457401761.000000
30,528457415761.000000
20,528457565761.000000
30,528457584761.000000
20,528457604762.000000
30,528457619762.000000
20,528457636762.000000
30,528457773762.000000
20,528457803762.000000
