10,810416209730.000000
20,810867935521.000000
30,810870315583.000000
20,810870359584.000000
30,810872495640.000000
20,810873046654.000000
30,810873377662.000000
20,810887320024.000000
30,810891700137.000000
20,810891968144.000000
30,810893752191.000000
20,810894301205.000000
30,810894636213.000000
20,810895571238.000000
30,810898384311.000000
20,810898932325.000000
30,810899560341.000000
20,810971218199.000000
30,810971711212.000000
20,811062006552.000000
30,811062068554.000000
20,811110649813.000000
50,811110711815.000000
20,811110984822.000000
50,811111017823.000000
20,811111272829.000000
50,811111301830.000000
20,811111544837.000000
50,811111575837.000000
20,811111815844.000000
50,811111846844.000000
20,811112097851.000000
50,811112124852.000000
20,811112368858.000000
50,811112398859.000000
20,811112645865.000000
50,811112676866.000000
20,811112923872.000000
50,811112953873.000000
20,811113195879.000000
50,811113226880.000000
20,811113471886.000000
50,811113502887.000000
20,811113755894.000000
50,811113785895.000000
20,811114029901.000000
50,811114061902.000000
20,811114302908.000000
50,811114334909.000000
20,811114582915.000000
50,811114612916.000000
20,811114855922.000000
50,811114887923.000000
20,811115130929.000000
50,811115161930.000000
20,811115414937.000000
50,811115444938.000000
20,811115686944.000000
50,811115718945.000000
20,811115963951.000000
50,811115992952.000000
20,811116243958.000000
50,811116272959.000000
20,811116517965.000000
50,811116549966.000000
20,811116794973.000000
50,811116827973.000000
20,811117075980.000000
50,811117104981.000000
20,811117346987.000000
50,811117378988.000000
20,811117624994.000000
50,811117656995.000000
20,811117908001.000000
50,811117936002.000000
20,811118181009.000000
50,811118212009.000000
20,811118455016.000000
50,811118486016.000000
20,811118740023.000000
50,811118769024.000000
20,811119014030.000000
50,811119045031.000000
20,811119289037.000000
50,811119321038.000000
20,811119570045.000000
50,811119603045.000000
20,811119852052.000000
50,811119885053.000000
20,811120209061.000000
50,811120248062.000000
20,811120505069.000000
50,811120534070.000000
20,811120778076.000000
50,811120809077.000000
20,811121054083.000000
50,811121086084.000000
20,811121337090.000000
50,811121365091.000000
20,811121608097.000000
50,811121639098.000000
20,811121882104.000000
50,811121912105.000000
20,811122160112.000000
50,811122189112.000000
20,811122432119.000000
50,811122465120.000000
20,811122708126.000000
50,811122740127.000000
20,811122992133.000000
50,811123020134.000000
20,811123265140.000000
50,811123296141.000000
20,811123539147.000000
50,811123571148.000000
20,811123821155.000000
50,811123850156.000000
20,811124094162.000000
50,811124124163.000000
20,811124369169.000000
50,811124399170.000000
20,811124648176.000000
50,811124676177.000000
20,811124920183.000000
50,811124950184.000000
20,811125196190.000000
50,811125227191.000000
20,811125478198.000000
50,811125506198.000000
20,811125750205.000000
50,811125781206.000000
20,811126024212.000000
50,811126055213.000000
20,811126307219.000000
50,811126335220.000000
20,811126578226.000000
50,811126610227.000000
20,811126854233.000000
50,811126885234.000000
20,811127136241.000000
50,811127165241.000000
20,811127410248.000000
50,811127441249.000000
20,811127685255.000000
50,811127718256.000000
20,811127972262.000000
50,811128001263.000000
20,811128245269.000000
50,811128276270.000000
20,811128522277.000000
50,811128553277.000000
20,811128799284.000000
50,811128828285.000000
20,811129073291.000000
50,811129106292.000000
20,811129350298.000000
50,811129380299.000000
20,811129629305.000000
50,811129659306.000000
20,811129906313.000000
50,811129937313.000000
20,811130178320.000000
50,811130213320.000000
20,811130468327.000000
50,811130496328.000000
20,811130741334.000000
50,811130773335.000000
20,811131021341.000000
50,811131053342.000000
20,811131305349.000000
50,811131333350.000000
20,811131579356.000000
50,811131610357.000000
20,811131855363.000000
50,811131887364.000000
20,811132141370.000000
50,811132170371.000000
20,811132413378.000000
50,811132445378.000000
20,811132690385.000000
50,811132722386.000000
20,811132975392.000000
50,811133004393.000000
20,811133248399.000000
50,811133278400.000000
20,811133525406.000000
50,811133558407.000000
20,811133810414.000000
50,811133839414.000000
20,811134083421.000000
50,811134114422.000000
20,811134363428.000000
50,811134395429.000000
20,811134646435.000000
50,811134675436.000000
20,811134919442.000000
50,811134950443.000000
20,811135193450.000000
50,811135225450.000000
20,811135478457.000000
50,811135507458.000000
20,811135752464.000000
50,811135784465.000000
20,811136029471.000000
50,811136062472.000000
20,811136314479.000000
50,811136345479.000000
20,811136590486.000000
50,811136622487.000000
20,811136863493.000000
50,811136895494.000000
20,811137147500.000000
50,811137176501.000000
20,811137424507.000000
50,811137454508.000000
20,811137700515.000000
50,811137731515.000000
20,811137982522.000000
50,811138011523.000000
20,811138255529.000000
50,811138287530.000000
20,811138529536.000000
50,811138560537.000000
20,811138809543.000000
50,811138838544.000000
20,811139081550.000000
50,811139112551.000000
20,811139359558.000000
50,811139390558.000000
20,811139642565.000000
50,811139671566.000000
20,811139921572.000000
50,811139953573.000000
20,811140192579.000000
50,811140229580.000000
20,811140483587.000000
50,811140512587.000000
20,811140759594.000000
50,811140790595.000000
20,811141034601.000000
50,811141066602.000000
20,811141319608.000000
50,811141348609.000000
20,811141592615.000000
50,811141624616.000000
20,811141867623.000000
50,811141900623.000000
20,811142150630.000000
50,811142178631.000000
20,811142424637.000000
50,811142456638.000000
20,811142700644.000000
50,811142731645.000000
20,811142982651.000000
50,811143012652.000000
20,811143259659.000000
50,811143294660.000000
20,811143536666.000000
50,811143568667.000000
20,811143818673.000000
50,811143846674.000000
20,811144091680.000000
50,811144123681.000000
20,811144367687.000000
50,811144398688.000000
20,811144649695.000000
50,811144677695.000000
20,811144920702.000000
50,811144952703.000000
20,811145195709.000000
50,811145227710.000000
20,811145477716.000000
50,811145506717.000000
20,811145750723.000000
50,811145783724.000000
20,811146025730.000000
50,811146055731.000000
20,811146310738.000000
50,811146339739.000000
20,811146582745.000000
50,811146613746.000000
20,811146857752.000000
50,811146888753.000000
20,811147138759.000000
50,811147166760.000000
20,811147410766.000000
50,811147442767.000000
20,811147686773.000000
50,811147717774.000000
20,811147967781.000000
50,811147995781.000000
20,811148244788.000000
50,811148275789.000000
20,811148522795.000000
50,811148554796.000000
20,811148804802.000000
50,811148832803.000000
20,811149079810.000000
50,811149110810.000000
20,811149356817.000000
50,811149388818.000000
20,811149642824.000000
50,811149672825.000000
20,811149926832.000000
50,811149961832.000000
20,811150208839.000000
50,811150244840.000000
20,811150505847.000000
50,811150538847.000000
20,811150790854.000000
50,811150824855.000000
20,811151070861.000000
50,811151103862.000000
20,811151354869.000000
50,811151384869.000000
20,811151633876.000000
50,811151665877.000000
